order_id,customer_id,product_id,order_date,quantity,unit_price,discount_percent,order_amount,currency,order_status,sales_channel,shipping_method
ORD00009345,CUST004822,PROD000113,2024-09-25,4,191.89,0.0,767.56,USD,Completed,Website,Store Pickup
ORD00009346,CUST003632,PROD000486,2026-02-20,1,842.6,0.0,842.6,USD,Shipped,Marketplace,Standard
ORD00009347,CUST001650,PROD000443,2025-04-11,2,187.61,0.0,375.22,USD,Cancelled,Mobile App,Standard
ORD00009348,CUST003014,PROD000424,2024-09-24,2,806.4,0.0,1612.8,USD,Completed,Mobile App,Standard
ORD00009349,CUST003270,PROD000474,2023-05-18,5,644.6,0.0,3223.0,USD,Processing,Mobile App,Standard
ORD00009350,CUST000120,PROD000446,2023-12-18,1,1094.05,0.0,1094.05,USD,Completed,Mobile App,Store Pickup
ORD00009351,CUST000257,PROD000243,2024-05-03,5,136.95,5.0,650.51,USD,Completed,Retail Store,Store Pickup
ORD00009352,CUST003375,PROD000357,2025-11-19,2,219.17,0.0,438.34,USD,Completed,Mobile App,Store Pickup
ORD00009353,CUST000164,PROD000416,2026-06-13,5,536.53,0.0,2682.65,USD,Completed,Retail Store,Same Day
ORD00009354,CUST001064,PROD000084,2026-01-31,5,1229.48,0.0,6147.4,USD,Processing,Website,Same Day
ORD00009355,CUST003100,PROD000487,2023-03-07,3,1195.81,0.0,3587.43,USD,Delivered,Marketplace,Same Day
ORD00009356,CUST004561,PROD000340,2025-05-02,3,1085.91,0.0,3257.73,USD,Completed,Website,Same Day
ORD00009357,CUST000860,PROD000258,2025-04-29,5,43.57,10.0,196.06,USD,Cancelled,Website,Standard
ORD00009358,CUST002704,PROD000303,2023-08-01,5,780.71,0.0,3903.55,USD,Completed,Mobile App,Store Pickup
ORD00009359,CUST000366,PROD000171,2023-03-28,3,612.4,15.0,1561.62,USD,Shipped,Website,Standard
ORD00009360,CUST002056,PROD000171,2024-06-16,3,612.4,15.0,1561.62,USD,Processing,Website,Express
ORD00009361,CUST002275,PROD000131,2025-01-08,4,559.02,10.0,2012.47,USD,Returned,Mobile App,Store Pickup
ORD00009362,CUST002614,PROD000246,2025-02-05,2,1480.89,0.0,2961.78,USD,Completed,Retail Store,Store Pickup
ORD00009363,CUST000526,PROD000201,2024-03-20,2,463.79,0.0,927.58,USD,Cancelled,Mobile App,Standard
ORD00009364,CUST001921,PROD000044,2023-07-29,3,800.45,0.0,2401.35,USD,Completed,Retail Store,Express
ORD00009365,CUST001036,PROD000274,2025-08-30,2,1467.81,20.0,2348.5,USD,Shipped,Marketplace,Same Day
ORD00009366,CUST000458,PROD000402,2023-12-14,1,774.7,15.0,658.5,USD,Returned,Mobile App,Express
ORD00009367,CUST004503,PROD000409,2024-01-07,4,292.78,25.0,878.34,USD,Completed,Mobile App,Express
ORD00009368,CUST002485,PROD000488,2025-09-03,2,213.55,0.0,427.1,USD,Completed,Mobile App,Express
ORD00009369,CUST000535,PROD000460,2023-09-08,4,124.37,10.0,447.73,USD,Completed,Retail Store,Standard
ORD00009370,CUST004008,PROD000476,2024-05-23,5,1104.17,25.0,4140.64,USD,Returned,Retail Store,Store Pickup
ORD00009371,CUST003152,PROD000154,2023-09-21,3,1219.92,20.0,2927.81,USD,Completed,Website,Standard
ORD00009372,CUST000042,PROD000002,2025-04-23,1,17.61,15.0,14.97,USD,Processing,Website,Standard
ORD00009373,CUST003155,PROD000167,2025-12-31,2,1018.13,0.0,2036.26,USD,Shipped,Website,Express
ORD00009374,CUST004351,PROD000157,2024-12-03,5,1349.06,10.0,6070.77,USD,Shipped,Website,Standard
ORD00009375,CUST003029,PROD000135,2025-11-07,4,97.72,0.0,390.88,USD,Returned,Website,Express
ORD00009376,CUST000058,PROD000324,2024-12-26,4,753.11,25.0,2259.33,USD,Returned,Mobile App,Standard
ORD00009377,CUST002301,PROD000026,2023-04-10,5,1313.63,0.0,6568.15,USD,Returned,Retail Store,Standard
ORD00009378,CUST002960,PROD000250,2025-04-24,5,1418.41,25.0,5319.04,USD,Cancelled,Mobile App,Store Pickup
ORD00009379,CUST002325,PROD000045,2026-04-23,1,1440.62,20.0,1152.5,USD,Returned,Website,Same Day
ORD00009380,CUST002776,PROD000004,2023-10-09,3,1025.25,25.0,2306.81,USD,Processing,Retail Store,Same Day
ORD00009381,CUST001629,PROD000382,2025-09-04,1,363.07,20.0,290.46,USD,Returned,Marketplace,Store Pickup
ORD00009382,CUST003106,PROD000103,2023-08-01,5,726.3,10.0,3268.35,USD,Completed,Website,Same Day
ORD00009383,CUST003004,PROD000495,2025-11-25,5,296.07,5.0,1406.33,USD,Shipped,Mobile App,Standard
ORD00009384,CUST003926,PROD000338,2024-12-01,5,514.36,5.0,2443.21,USD,Cancelled,Mobile App,Store Pickup
ORD00009385,CUST004825,PROD000472,2024-04-13,1,551.12,0.0,551.12,USD,Delivered,Marketplace,Same Day
ORD00009386,CUST002946,PROD000081,2026-02-20,2,274.08,20.0,438.53,USD,Shipped,Marketplace,Express
ORD00009387,CUST003676,PROD000114,2024-08-18,2,1335.59,5.0,2537.62,USD,Shipped,Retail Store,Standard
ORD00009388,CUST003540,PROD000129,2024-03-17,1,1102.46,10.0,992.21,USD,Cancelled,Marketplace,Same Day
ORD00009389,CUST001375,PROD000101,2025-10-06,4,1112.1,0.0,4448.4,USD,Delivered,Website,Same Day
ORD00009390,CUST003112,PROD000021,2026-03-19,5,208.17,5.0,988.81,USD,Cancelled,Retail Store,Store Pickup
ORD00009391,CUST004078,PROD000014,2024-01-12,2,755.61,25.0,1133.41,USD,Returned,Website,Same Day
ORD00009392,CUST003957,PROD000310,2023-09-10,5,928.74,0.0,4643.7,USD,Processing,Website,Express
ORD00009393,CUST003563,PROD000341,2024-10-13,5,38.52,0.0,192.6,USD,Returned,Mobile App,Store Pickup
ORD00009394,CUST003655,PROD000022,2023-05-02,4,149.86,0.0,599.44,USD,Shipped,Website,Store Pickup
ORD00009395,CUST002195,PROD000393,2023-07-17,1,734.35,0.0,734.35,USD,Shipped,Marketplace,Standard
ORD00009396,CUST001403,PROD000187,2025-07-29,1,321.5,10.0,289.35,USD,Delivered,Mobile App,Standard
ORD00009397,CUST000945,PROD000139,2024-07-02,1,56.88,15.0,48.35,USD,Cancelled,Mobile App,Standard
ORD00009398,CUST002925,PROD000346,2025-01-20,4,425.65,10.0,1532.34,USD,Processing,Website,Same Day
ORD00009399,CUST000192,PROD000444,2023-04-28,4,110.16,10.0,396.58,USD,Cancelled,Retail Store,Same Day
ORD00009400,CUST002503,PROD000442,2024-12-16,5,847.51,10.0,3813.8,USD,Delivered,Mobile App,Standard
ORD00009401,CUST000469,PROD000072,2025-10-18,1,1312.51,0.0,1312.51,USD,Returned,Marketplace,Store Pickup
ORD00009402,CUST003747,PROD000052,2024-10-02,4,1030.03,0.0,4120.12,USD,Returned,Website,Express
ORD00009403,CUST000235,PROD000482,2026-02-14,2,1207.13,0.0,2414.26,USD,Completed,Mobile App,Same Day
ORD00009404,CUST004172,PROD000405,2024-01-22,3,145.36,0.0,436.08,USD,Cancelled,Website,Store Pickup
ORD00009405,CUST001113,PROD000029,2024-01-18,1,1177.17,0.0,1177.17,USD,Shipped,Retail Store,Standard
ORD00009406,CUST003119,PROD000455,2026-05-02,4,1341.89,20.0,4294.05,USD,Cancelled,Website,Store Pickup
ORD00009407,CUST004924,PROD000108,2023-11-15,3,1171.74,0.0,3515.22,USD,Returned,Website,Standard
ORD00009408,CUST002224,PROD000480,2024-07-09,5,1155.11,10.0,5197.99,USD,Processing,Website,Store Pickup
ORD00009409,CUST003445,PROD000118,2023-10-09,4,1338.15,0.0,5352.6,USD,Completed,Mobile App,Store Pickup
ORD00009410,CUST002135,PROD000409,2023-11-03,2,292.78,5.0,556.28,USD,Shipped,Mobile App,Store Pickup
ORD00009411,CUST004978,PROD000243,2024-10-26,4,136.95,25.0,410.85,USD,Processing,Marketplace,Store Pickup
ORD00009412,CUST003069,PROD000426,2023-08-22,2,285.32,20.0,456.51,USD,Returned,Website,Same Day
ORD00009413,CUST000543,PROD000061,2023-12-11,5,584.26,0.0,2921.3,USD,Completed,Retail Store,Express
ORD00009414,CUST002547,PROD000291,2025-04-03,5,116.52,0.0,582.6,USD,Delivered,Marketplace,Standard
ORD00009415,CUST000775,PROD000267,2023-12-29,4,1194.61,20.0,3822.75,USD,Processing,Website,Standard
ORD00009416,CUST004086,PROD000123,2025-04-17,2,167.7,0.0,335.4,USD,Processing,Marketplace,Standard
ORD00009417,CUST001270,PROD000320,2023-02-06,4,856.85,0.0,3427.4,USD,Shipped,Marketplace,Same Day
ORD00009418,CUST004882,PROD000442,2025-01-12,1,847.51,0.0,847.51,USD,Delivered,Website,Store Pickup
ORD00009419,CUST001399,PROD000296,2025-10-17,4,334.26,10.0,1203.34,USD,Returned,Retail Store,Store Pickup
ORD00009420,CUST000728,PROD000344,2025-06-08,5,158.1,0.0,790.5,USD,Shipped,Mobile App,Same Day
ORD00009421,CUST002750,PROD000348,2024-08-22,5,1366.34,0.0,6831.7,USD,Delivered,Mobile App,Store Pickup
ORD00009422,CUST003499,PROD000115,2023-05-23,2,1105.87,0.0,2211.74,USD,Cancelled,Retail Store,Express
ORD00009423,CUST003106,PROD000155,2024-03-10,4,472.65,25.0,1417.95,USD,Processing,Marketplace,Standard
ORD00009424,CUST000552,PROD000369,2023-10-04,1,387.19,20.0,309.75,USD,Shipped,Marketplace,Standard
ORD00009425,CUST000416,PROD000161,2024-01-23,2,26.67,0.0,53.34,USD,Delivered,Mobile App,Same Day
ORD00009426,CUST002258,PROD000445,2024-07-08,1,318.4,25.0,238.8,USD,Delivered,Mobile App,Standard
ORD00009427,CUST002199,PROD000172,2026-02-03,1,403.05,15.0,342.59,USD,Cancelled,Marketplace,Standard
ORD00009428,CUST004896,PROD000350,2023-06-02,1,364.05,20.0,291.24,USD,Completed,Website,Express
ORD00009429,CUST003961,PROD000161,2024-06-02,3,26.67,0.0,80.01,USD,Shipped,Website,Same Day
ORD00009430,CUST002600,PROD000166,2023-02-19,3,1361.41,20.0,3267.38,USD,Cancelled,Mobile App,Store Pickup
ORD00009431,CUST003997,PROD000462,2025-05-15,1,1264.11,15.0,1074.49,USD,Cancelled,Mobile App,Express
ORD00009432,CUST003008,PROD000462,2025-12-04,2,1264.11,15.0,2148.99,USD,Processing,Marketplace,Same Day
ORD00009433,CUST002116,PROD000249,2024-07-24,3,727.57,15.0,1855.3,USD,Completed,Mobile App,Express
ORD00009434,CUST002398,PROD000433,2024-04-03,4,972.07,0.0,3888.28,USD,Delivered,Marketplace,Express
ORD00009435,CUST003319,PROD000318,2023-04-01,2,654.65,5.0,1243.84,USD,Completed,Website,Same Day
ORD00009436,CUST003701,PROD000091,2025-01-25,4,1151.92,0.0,4607.68,USD,Delivered,Mobile App,Standard
ORD00009437,CUST003385,PROD000075,2023-02-11,4,703.27,10.0,2531.77,USD,Cancelled,Marketplace,Standard
ORD00009438,CUST003602,PROD000119,2025-12-24,5,758.08,15.0,3221.84,USD,Delivered,Website,Standard
ORD00009439,CUST002347,PROD000008,2023-11-13,1,1388.72,0.0,1388.72,USD,Completed,Marketplace,Express
ORD00009440,CUST003040,PROD000076,2023-11-30,2,1334.19,15.0,2268.12,USD,Cancelled,Retail Store,Same Day
ORD00009441,CUST000135,PROD000182,2026-02-26,1,1213.5,10.0,1092.15,USD,Delivered,Mobile App,Express
ORD00009442,CUST002194,PROD000117,2025-03-02,4,1176.98,0.0,4707.92,USD,Returned,Website,Express
ORD00009443,CUST004179,PROD000373,2024-05-03,4,1048.03,25.0,3144.09,USD,Shipped,Marketplace,Same Day
ORD00009444,CUST002569,PROD000385,2025-06-19,4,768.59,20.0,2459.49,USD,Processing,Retail Store,Store Pickup
ORD00009445,CUST000684,PROD000337,2023-06-17,4,427.89,15.0,1454.83,USD,Shipped,Retail Store,Standard
ORD00009446,CUST004155,PROD000056,2023-09-25,5,507.5,0.0,2537.5,USD,Returned,Website,Store Pickup
ORD00009447,CUST002275,PROD000309,2024-06-17,3,824.25,15.0,2101.84,USD,Processing,Website,Express
ORD00009448,CUST001356,PROD000357,2024-01-15,3,219.17,10.0,591.76,USD,Shipped,Website,Store Pickup
ORD00009449,CUST001030,PROD000232,2024-09-16,3,1050.24,10.0,2835.65,USD,Processing,Retail Store,Express
ORD00009450,CUST002732,PROD000419,2023-09-27,3,663.49,25.0,1492.85,USD,Completed,Marketplace,Express
ORD00009451,CUST000291,PROD000057,2023-04-22,3,534.29,15.0,1362.44,USD,Processing,Retail Store,Express
ORD00009452,CUST001588,PROD000167,2023-02-27,2,1018.13,0.0,2036.26,USD,Delivered,Mobile App,Store Pickup
ORD00009453,CUST004836,PROD000439,2023-03-07,1,1133.8,0.0,1133.8,USD,Completed,Website,Express
ORD00009454,CUST000505,PROD000491,2026-06-22,1,395.61,15.0,336.27,USD,Cancelled,Marketplace,Express
ORD00009455,CUST000803,PROD000410,2025-12-05,1,420.73,15.0,357.62,USD,Processing,Retail Store,Same Day
ORD00009456,CUST002905,PROD000479,2026-04-16,1,869.24,15.0,738.85,USD,Cancelled,Retail Store,Same Day
ORD00009457,CUST002029,PROD000198,2025-01-26,5,18.01,10.0,81.05,USD,Returned,Marketplace,Standard
ORD00009458,CUST000572,PROD000458,2026-06-07,5,1309.53,25.0,4910.74,USD,Completed,Marketplace,Express
ORD00009459,CUST003834,PROD000263,2023-07-21,5,410.92,5.0,1951.87,USD,Cancelled,Retail Store,Store Pickup
ORD00009460,CUST002529,PROD000472,2026-03-03,2,551.12,0.0,1102.24,USD,Processing,Mobile App,Standard
ORD00009461,CUST003794,PROD000050,2025-01-23,5,1264.4,0.0,6322.0,USD,Delivered,Mobile App,Same Day
ORD00009462,CUST004847,PROD000367,2026-05-07,4,361.19,0.0,1444.76,USD,Delivered,Website,Same Day
ORD00009463,CUST001144,PROD000135,2025-06-15,4,97.72,0.0,390.88,USD,Delivered,Marketplace,Express
ORD00009464,CUST002271,PROD000416,2025-11-02,4,536.53,0.0,2146.12,USD,Returned,Retail Store,Same Day
ORD00009465,CUST004512,PROD000085,2026-01-30,5,428.1,5.0,2033.47,USD,Delivered,Website,Standard
ORD00009466,CUST000034,PROD000192,2023-12-09,3,504.61,5.0,1438.14,USD,Cancelled,Mobile App,Same Day
ORD00009467,CUST004784,PROD000114,2025-11-09,3,1335.59,15.0,3405.75,USD,Delivered,Retail Store,Store Pickup
ORD00009468,CUST004205,PROD000412,2023-04-10,2,1268.91,0.0,2537.82,USD,Cancelled,Website,Express
ORD00009469,CUST002130,PROD000330,2025-06-02,2,498.74,5.0,947.61,USD,Delivered,Retail Store,Same Day
ORD00009470,CUST004343,PROD000486,2025-01-19,3,842.6,5.0,2401.41,USD,Delivered,Marketplace,Same Day
ORD00009471,CUST004903,PROD000259,2026-06-13,2,166.37,10.0,299.47,USD,Processing,Retail Store,Standard
ORD00009472,CUST001935,PROD000317,2024-01-15,3,706.5,0.0,2119.5,USD,Completed,Retail Store,Express
ORD00009473,CUST004337,PROD000053,2024-10-22,1,449.23,0.0,449.23,USD,Processing,Marketplace,Same Day
ORD00009474,CUST002613,PROD000004,2024-07-30,4,1025.25,25.0,3075.75,USD,Shipped,Website,Same Day
ORD00009475,CUST001996,PROD000461,2025-04-20,4,1220.0,20.0,3904.0,USD,Cancelled,Marketplace,Express
ORD00009476,CUST004330,PROD000492,2025-01-01,3,1357.35,20.0,3257.64,USD,Shipped,Website,Express
ORD00009477,CUST003077,PROD000478,2024-06-20,2,1121.1,0.0,2242.2,USD,Shipped,Mobile App,Same Day
ORD00009478,CUST004216,PROD000493,2024-04-12,4,1307.26,0.0,5229.04,USD,Returned,Mobile App,Same Day
ORD00009479,CUST004027,PROD000294,2024-10-12,5,1148.19,0.0,5740.95,USD,Returned,Marketplace,Express
ORD00009480,CUST001752,PROD000299,2023-01-23,2,1115.47,5.0,2119.39,USD,Shipped,Marketplace,Same Day
ORD00009481,CUST000935,PROD000201,2026-05-11,3,463.79,25.0,1043.53,USD,Shipped,Website,Same Day
ORD00009482,CUST003840,PROD000427,2025-11-12,2,1136.14,10.0,2045.05,USD,Shipped,Marketplace,Standard
ORD00009483,,PROD000031,2024-09-26,1,1225.37,15.0,1041.56,USD,Processing,Marketplace,Store Pickup
ORD00009484,CUST003599,PROD000151,2023-01-17,5,197.72,25.0,741.45,USD,Shipped,Website,Store Pickup
ORD00009485,CUST003062,PROD000281,2026-05-15,5,377.15,20.0,1508.6,USD,Delivered,Mobile App,Express
ORD00009486,CUST001812,PROD000065,2025-10-09,5,717.86,20.0,2871.44,USD,Cancelled,Website,Standard
ORD00009487,CUST004398,PROD000007,2023-09-16,3,1462.56,20.0,3510.14,USD,Processing,Marketplace,Standard
ORD00009488,CUST000541,PROD000197,2025-07-26,3,277.6,0.0,832.8,USD,Completed,Retail Store,Standard
ORD00009489,CUST002834,PROD000141,2025-05-26,5,818.26,20.0,3273.04,USD,Returned,Mobile App,Express
ORD00009490,CUST003282,PROD000396,2025-06-08,3,525.71,25.0,1182.85,USD,Cancelled,Retail Store,Standard
ORD00009491,CUST004654,PROD000476,2025-02-15,1,1104.17,10.0,993.75,USD,Processing,Website,Standard
ORD00009492,CUST000094,PROD000112,2024-09-18,4,1353.3,20.0,4330.56,USD,Processing,Mobile App,Express
ORD00009493,CUST001514,PROD000111,2023-10-22,1,323.22,25.0,242.42,USD,Delivered,Retail Store,Store Pickup
ORD00009494,CUST000697,PROD000261,2026-05-22,4,49.06,10.0,176.62,USD,Shipped,Retail Store,Express
ORD00009495,CUST004787,PROD000387,2025-06-05,2,1260.06,10.0,2268.11,USD,Cancelled,Marketplace,Express
ORD00009496,CUST002779,PROD000368,2023-11-10,2,458.22,0.0,916.44,USD,Returned,Retail Store,Same Day
ORD00009497,CUST002586,PROD000441,2023-01-08,3,1259.48,5.0,3589.52,USD,Shipped,Mobile App,Store Pickup
ORD00009498,CUST001506,PROD000271,2024-07-22,3,461.47,10.0,1245.97,USD,Shipped,Retail Store,Store Pickup
ORD00009499,CUST003950,PROD000067,2023-03-09,3,939.3,5.0,2677.0,USD,Cancelled,Retail Store,Same Day
ORD00009500,CUST001580,PROD000178,2023-05-12,2,695.63,10.0,1252.13,USD,Delivered,Website,Same Day
ORD00009501,CUST004826,PROD000444,2024-11-29,1,110.16,5.0,104.65,USD,Completed,Marketplace,Store Pickup
ORD00009502,CUST003187,PROD000239,2024-10-29,1,942.51,15.0,801.13,USD,Cancelled,Mobile App,Same Day
ORD00009503,CUST004309,PROD000202,2025-09-30,5,1186.16,5.0,5634.26,USD,Delivered,Website,Express
ORD00009504,CUST002579,PROD000199,2023-12-20,5,532.92,5.0,2531.37,USD,Delivered,Website,Same Day
ORD00009505,CUST003881,PROD000249,2025-09-29,3,727.57,10.0,1964.44,USD,Delivered,Retail Store,Express
ORD00009506,CUST002011,PROD000232,2024-12-28,1,1050.24,0.0,1050.24,USD,Shipped,Website,Standard
ORD00009507,CUST003290,PROD000125,2025-06-09,4,1072.07,10.0,3859.45,USD,Returned,Mobile App,Same Day
ORD00009508,CUST004662,PROD000117,2024-04-18,2,1176.98,10.0,2118.56,USD,Cancelled,Retail Store,Store Pickup
ORD00009509,CUST003574,PROD000229,2025-11-18,4,256.1,0.0,1024.4,USD,Completed,Marketplace,Standard
ORD00009510,CUST000841,PROD000108,2026-01-06,1,1171.74,15.0,995.98,USD,Processing,Retail Store,Express
ORD00009511,CUST000120,PROD000130,2024-12-19,3,824.34,20.0,1978.42,USD,Returned,Website,Same Day
ORD00009512,CUST004217,PROD000030,2026-01-02,5,250.11,0.0,1250.55,USD,Processing,Website,Store Pickup
ORD00009513,CUST002265,PROD000022,2024-08-19,5,149.86,0.0,749.3,USD,Cancelled,Retail Store,Same Day
ORD00009514,CUST000062,PROD000216,2025-05-07,1,599.65,0.0,599.65,USD,Processing,Website,Standard
ORD00009515,CUST003378,PROD000071,2025-10-19,4,581.12,0.0,2324.48,USD,Processing,Mobile App,Same Day
ORD00009516,CUST000074,PROD000014,2023-01-22,2,755.61,0.0,1511.22,USD,Delivered,Marketplace,Same Day
ORD00009517,CUST002433,PROD000122,2026-03-02,1,105.27,5.0,100.01,USD,Returned,Website,Express
ORD00009518,CUST003255,PROD000386,2023-12-23,2,1423.45,10.0,2562.21,USD,Delivered,Retail Store,Same Day
ORD00009519,CUST003274,PROD000242,2024-12-02,4,1068.54,0.0,4274.16,USD,Completed,Marketplace,Express
ORD00009520,CUST002240,PROD000330,2023-04-13,3,498.74,20.0,1196.98,USD,Returned,Website,Store Pickup
ORD00009521,CUST001663,PROD000217,2026-06-07,5,822.54,25.0,3084.52,USD,Delivered,Marketplace,Same Day
ORD00009522,CUST003921,PROD000174,2023-09-06,3,856.24,0.0,2568.72,USD,Delivered,Mobile App,Store Pickup
ORD00009523,CUST000118,PROD000080,2023-04-25,5,1307.76,0.0,6538.8,USD,Completed,Marketplace,Express
ORD00009524,CUST001852,PROD000285,2025-04-09,5,1458.58,25.0,5469.67,USD,Processing,Website,Same Day
ORD00009525,CUST004532,PROD000421,2026-06-01,2,1064.11,0.0,2128.22,USD,Delivered,Website,Same Day
ORD00009526,CUST004098,PROD000332,2025-01-19,5,1278.89,25.0,4795.84,USD,Completed,Website,Express
ORD00009527,CUST003071,PROD000208,2026-03-03,5,237.96,10.0,1070.82,USD,Shipped,Marketplace,Standard
ORD00009528,CUST002102,PROD000031,2023-09-23,4,1225.37,0.0,4901.48,USD,Completed,Website,Standard
ORD00009529,CUST001827,PROD000292,2025-03-22,1,264.59,25.0,198.44,USD,Returned,Website,Store Pickup
ORD00009530,CUST000325,PROD000008,2026-02-06,5,1388.72,25.0,5207.7,USD,Cancelled,Website,Standard
ORD00009531,CUST004196,PROD000159,2023-01-14,5,950.09,20.0,3800.36,USD,Delivered,Retail Store,Standard
ORD00009532,CUST003677,PROD000439,2025-06-30,5,1133.8,15.0,4818.65,USD,Shipped,Mobile App,Standard
ORD00009533,CUST001235,PROD000132,2025-01-12,1,1398.66,0.0,1398.66,USD,Cancelled,Retail Store,Standard
ORD00009534,CUST000318,PROD000140,2023-01-31,5,878.31,5.0,4171.97,USD,Shipped,Marketplace,Same Day
ORD00009535,CUST002026,PROD000177,2025-01-28,4,168.92,20.0,540.54,USD,Processing,Marketplace,Standard
ORD00009536,CUST000564,PROD000457,2025-02-05,5,794.43,25.0,2979.11,USD,Delivered,Retail Store,Express
ORD00009537,CUST004892,PROD000243,2024-10-09,1,136.95,0.0,136.95,USD,Cancelled,Website,Store Pickup
ORD00009538,CUST002902,PROD000284,2026-06-19,4,564.73,0.0,2258.92,USD,Processing,Website,Standard
ORD00009539,CUST002440,PROD000018,2025-06-04,1,1198.15,25.0,898.61,USD,Cancelled,Retail Store,Store Pickup
ORD00009540,CUST001947,PROD000228,2026-03-15,4,957.55,10.0,3447.18,USD,Processing,Website,Standard
ORD00009541,CUST003546,PROD000188,2025-11-27,5,1398.08,15.0,5941.84,USD,Returned,Mobile App,Standard
ORD00009542,CUST000141,PROD000024,2025-07-03,1,1094.61,0.0,1094.61,USD,Shipped,Retail Store,Same Day
ORD00009543,CUST001268,PROD000007,2026-05-19,5,1462.56,25.0,5484.6,USD,Shipped,Marketplace,Store Pickup
ORD00009544,CUST002882,PROD000133,2024-02-14,1,1459.13,15.0,1240.26,USD,Completed,Retail Store,Same Day
ORD00009545,CUST000696,PROD000378,2026-01-04,4,1141.62,10.0,4109.83,USD,Returned,Retail Store,Express
ORD00009546,CUST001119,PROD000058,2023-03-13,4,1089.84,5.0,4141.39,USD,Returned,Marketplace,Express
ORD00009547,CUST000574,PROD000077,2026-03-01,5,1341.12,0.0,6705.6,USD,Shipped,Marketplace,Same Day
ORD00009548,CUST000576,PROD000322,2024-02-16,2,1076.45,20.0,1722.32,USD,Delivered,Marketplace,Same Day
ORD00009549,CUST002295,PROD000105,2024-01-26,4,1251.35,10.0,4504.86,USD,Processing,Website,Express
ORD00009550,CUST001130,PROD000150,2024-01-15,4,1417.1,15.0,4818.14,USD,Completed,Mobile App,Store Pickup
ORD00009551,CUST000078,PROD000500,2025-07-25,3,369.91,10.0,998.76,USD,Completed,Website,Standard
ORD00009552,CUST001144,PROD000156,2026-06-20,4,155.78,10.0,560.81,USD,Shipped,Website,Express
ORD00009553,CUST000818,PROD000006,2026-03-03,4,704.64,15.0,2395.78,USD,Cancelled,Retail Store,Express
ORD00009554,CUST003264,PROD000091,2025-12-27,2,1151.92,0.0,2303.84,USD,Cancelled,Mobile App,Standard
ORD00009555,CUST004931,PROD000013,2024-02-06,5,1045.08,0.0,5225.4,USD,Completed,Retail Store,Store Pickup
ORD00009556,CUST003169,PROD000374,2023-02-05,4,1243.84,25.0,3731.52,USD,Cancelled,Retail Store,Standard
ORD00009557,CUST000131,PROD000192,2024-08-29,4,504.61,0.0,2018.44,USD,Completed,Mobile App,Standard
ORD00009558,CUST001733,PROD000471,2026-04-06,5,1081.85,20.0,4327.4,USD,Returned,Marketplace,Same Day
ORD00009559,CUST002113,PROD000187,2024-07-06,4,321.5,0.0,1286.0,USD,Delivered,Mobile App,Store Pickup
ORD00009560,CUST002073,PROD000181,2023-12-12,1,1315.45,20.0,1052.36,USD,Completed,Retail Store,Store Pickup
ORD00009561,CUST002793,PROD000475,2025-06-23,2,1127.6,10.0,2029.68,USD,Delivered,Marketplace,Express
ORD00009562,CUST000814,PROD000322,2025-09-27,3,1076.45,20.0,2583.48,USD,Completed,Mobile App,Store Pickup
ORD00009563,CUST004196,PROD000307,2026-05-31,1,839.09,20.0,671.27,USD,Processing,Retail Store,Same Day
ORD00009564,CUST000328,PROD000019,2024-07-06,5,608.9,20.0,2435.6,USD,Returned,Mobile App,Same Day
ORD00009565,CUST004006,PROD000335,2023-11-22,5,95.03,0.0,475.15,USD,Cancelled,Website,Express
ORD00009566,CUST002171,PROD000303,2024-09-02,1,780.71,0.0,780.71,USD,Delivered,Retail Store,Same Day
ORD00009567,CUST001682,PROD000296,2025-02-03,4,334.26,25.0,1002.78,USD,Completed,Marketplace,Store Pickup
ORD00009568,CUST004365,PROD000280,2024-04-26,2,1100.9,0.0,2201.8,USD,Delivered,Website,Standard
ORD00009569,CUST004665,PROD000099,2023-05-18,1,358.04,15.0,304.33,USD,Cancelled,Retail Store,Same Day
ORD00009570,CUST000327,PROD000373,2023-03-03,2,1048.03,0.0,2096.06,USD,Returned,Mobile App,Express
ORD00009571,CUST003895,PROD000475,2023-03-17,5,1127.6,0.0,5638.0,USD,Returned,Retail Store,Standard
ORD00009572,CUST000735,PROD000076,2026-03-17,2,1334.19,10.0,2401.54,USD,Cancelled,Retail Store,Same Day
ORD00009573,CUST000693,PROD000386,2024-06-22,5,1423.45,10.0,6405.52,USD,Delivered,Marketplace,Express
ORD00009574,CUST001022,PROD000194,2023-01-15,1,1182.47,20.0,945.98,USD,Delivered,Website,Express
ORD00009575,CUST001029,PROD000041,2025-01-04,3,1368.54,5.0,3900.34,USD,Cancelled,Retail Store,Express
ORD00009576,CUST002709,PROD000385,2026-02-25,2,768.59,25.0,1152.88,USD,Shipped,Mobile App,Store Pickup
ORD00009577,CUST000681,PROD000219,2023-01-10,4,1341.73,15.0,4561.88,USD,Cancelled,Website,Standard
ORD00009578,CUST003623,PROD000114,2026-03-04,1,1335.59,0.0,1335.59,USD,Delivered,Website,Standard
ORD00009579,CUST001941,PROD000009,2023-08-08,4,1174.53,5.0,4463.21,USD,Shipped,Marketplace,Express
ORD00009580,CUST002773,PROD000353,2023-01-16,1,1353.11,5.0,1285.45,USD,Shipped,Website,Express
ORD00009581,CUST003961,PROD000145,2023-05-16,4,116.86,10.0,420.7,USD,Cancelled,Marketplace,Express
